Short-Term AGS (Treasury Notes),Non-Resident Participation in Short-Term AGS Market,Non-Resident Holdings,Short-Term AGS Held by Non-Resident Holdings,date,value
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2011-03-31,12000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2011-06-30,12000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2011-09-30,8000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2011-12-31,-1000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2012-03-31,10999999.9999999
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2012-06-30,5000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2012-09-30,7000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2012-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2013-03-31,16000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2013-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2013-09-30,61999999.9999998
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2013-12-31,3000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2014-03-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2014-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2014-09-30,5000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2014-12-31,3000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2015-03-31,-1.19209289550781e-7
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2015-06-30,1000000.00000012
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2015-09-30,6000000.00000024
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2015-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2016-03-31,8000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2016-06-30,2999999.99999988
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2016-09-30,3000000.00000012
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2016-12-31,3000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2017-03-31,4000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2017-06-30,4000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2017-09-30,6000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2017-12-31,4000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2018-03-31,4000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2018-06-30,6000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2018-09-30,5000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2018-12-31,3000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2019-03-31,6000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2019-06-30,4000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2019-09-30,2000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2019-12-31,5999999.99999976
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2020-03-31,11000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2020-06-30,4000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2020-09-30,7000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2020-12-31,5000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2021-03-31,3000000.00000191
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2021-06-30,999999.999998093
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2021-09-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2021-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2022-03-31,1000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2022-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2022-09-30,1999999.99999976
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2022-12-31,8000000.00000048
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2023-03-31,16999999.9999995
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Owing to Valuation

(B)",2023-06-30,35000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2003-06-30,-296000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2003-09-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2003-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2004-03-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2004-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2004-09-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2004-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2005-03-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2005-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2005-09-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2005-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2006-03-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2006-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2006-09-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2006-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2007-03-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2007-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2007-09-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2007-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2008-03-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2008-06-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2008-09-30,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2008-12-31,0
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2009-03-31,240000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2009-06-30,1165000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2009-09-30,-21000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2009-12-31,838000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2010-03-31,521000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2010-06-30,2726000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2010-09-30,2326000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2010-12-31,1720000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2011-03-31,-345000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2011-06-30,2065000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2011-09-30,-4048000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2011-12-31,-583000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2012-03-31,-1020000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2012-06-30,472000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2012-09-30,-478000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2012-12-31,1403000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2013-03-31,-219000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2013-06-30,-4699000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2013-09-30,590000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2013-12-31,1099000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2014-03-31,-3752000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2014-06-30,932000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2014-09-30,-95000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2014-12-31,-342000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2015-03-31,552000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2015-06-30,242000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2015-09-30,2080000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2015-12-31,-1221000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2016-03-31,-252000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2016-06-30,-865000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2016-09-30,98000000.0000001
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2016-12-31,402000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2017-03-31,-216000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2017-06-30,766000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2017-09-30,109000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2017-12-31,-621000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2018-03-31,617000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2018-06-30,-676000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2018-09-30,22000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2018-12-31,50000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2019-03-31,235000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2019-06-30,-398000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2019-09-30,2247000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2019-12-31,2045000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2020-03-31,854000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2020-06-30,4930000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2020-09-30,6435000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2020-12-31,-379000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2021-03-31,-735999999.999998
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2021-06-30,-1735000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2021-09-30,4871000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2021-12-31,-2700000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2022-03-31,-10930000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2022-06-30,-4266000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2022-09-30,472000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2022-12-31,1535000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2023-03-31,1449000000
Short-Term AGS (Treasury Notes),Attribution of Changes in Short-Term AGS Held by Non-Residents,Attribution Type,"Total Change in Market Value

(C) = (A) + (B)",2023-06-30,857000000
